Item_ID,SKU_Code,Category,Supplier,Daily_Demand,Lead_Time_Days,Current_Inventory,Safety_Stock,Reorder_Point,Unit_Cost,Stockout_Risk_Score,Warehouse
1467,SKU-01467,Beauty,Supplier_A,149,8,639,108,329,1425.74,0.237,WH3
1468,SKU-01468,Grocery,Supplier_C,132,13,25,197,92,851.05,0.324,WH3
1469,SKU-01469,Electronics,Supplier_B,108,12,561,123,397,1484.32,0.292,WH3
1470,SKU-01470,Clothing,Supplier_B,190,13,466,184,202,306.13,0.798,WH2
1471,SKU-01471,Grocery,Supplier_A,145,12,404,280,388,1324.22,0.171,WH1
1472,SKU-01472,Grocery,Supplier_C,182,9,326,72,339,1661.36,0.608,WH1
1473,SKU-01473,Clothing,Supplier_A,105,4,658,293,273,1784.42,0.051,WH1
1474,SKU-01474,Beauty,Supplier_B,10,3,321,234,168,1180.15,0.55,WH2
1475,SKU-01475,Grocery,Supplier_B,89,13,652,170,263,660.15,0.064,WH3
1476,SKU-01476,Home,Supplier_A,55,7,424,45,102,368.55,0.176,WH1
1477,SKU-01477,Grocery,Supplier_A,40,5,630,150,269,723.84,0.113,WH1
1478,SKU-01478,Beauty,Supplier_C,75,9,697,205,292,1102.95,0.347,WH1
1479,SKU-01479,Beauty,Supplier_C,104,14,772,160,102,432.84,0.344,WH2
1480,SKU-01480,Home,Supplier_B,29,3,581,278,166,1907.4,0.826,WH3
1481,SKU-01481,Grocery,Supplier_C,143,5,799,49,380,1799.41,0.226,WH3
1482,SKU-01482,Beauty,Supplier_C,48,3,529,247,91,114.27,0.086,WH3
1483,SKU-01483,Clothing,Supplier_B,18,3,92,231,296,1145.83,0.604,WH3
1484,SKU-01484,Electronics,Supplier_B,33,3,583,290,340,1589.15,0.687,WH1
1485,SKU-01485,Electronics,Supplier_B,78,2,284,234,297,528.51,0.295,WH3
1486,SKU-01486,Electronics,Supplier_B,54,5,246,163,150,1071.6,0.603,WH1
1487,SKU-01487,Grocery,Supplier_A,9,3,212,289,136,841.68,0.776,WH2
1488,SKU-01488,Home,Supplier_B,114,10,393,48,133,433.27,0.348,WH2
1489,SKU-01489,Beauty,Supplier_B,126,10,770,226,310,1248.74,0.525,WH2
1490,SKU-01490,Clothing,Supplier_B,92,12,29,253,270,1987.7,0.147,WH3
1491,SKU-01491,Clothing,Supplier_C,61,12,321,118,203,762.31,0.024,WH3
1492,SKU-01492,Grocery,Supplier_B,30,8,378,70,100,1127.14,0.981,WH1
1493,SKU-01493,Electronics,Supplier_A,10,7,759,207,87,689.32,0.3,WH3
1494,SKU-01494,Grocery,Supplier_A,148,13,71,285,308,1760.05,0.279,WH2
1495,SKU-01495,Home,Supplier_B,64,4,771,181,236,1735.98,0.973,WH3
1496,SKU-01496,Home,Supplier_A,104,13,118,281,62,398.61,0.728,WH1
1497,SKU-01497,Beauty,Supplier_C,16,8,612,280,272,1804.9,0.585,WH2
1498,SKU-01498,Beauty,Supplier_B,79,2,32,51,136,345.44,0.699,WH2
1499,SKU-01499,Home,Supplier_A,7,10,409,198,308,236.11,0.71,WH1
1500,SKU-01500,Home,Supplier_A,67,5,376,269,230,1323.22,0.763,WH2
1501,SKU-01501,Home,Supplier_B,196,7,659,161,360,802.51,0.067,WH1
1502,SKU-01502,Grocery,Supplier_A,194,7,30,140,222,1084.94,0.413,WH1
1503,SKU-01503,Home,Supplier_B,138,12,100,123,371,1322.51,0.295,WH3
1504,SKU-01504,Clothing,Supplier_A,23,4,280,231,244,153.03,0.071,WH2
1505,SKU-01505,Electronics,Supplier_C,22,5,25,63,389,621.26,0.413,WH3
1506,SKU-01506,Home,Supplier_A,84,14,477,51,294,948.77,0.616,WH3
1507,SKU-01507,Electronics,Supplier_A,175,12,392,102,378,569.85,0.178,WH1
1508,SKU-01508,Grocery,Supplier_B,77,11,500,269,245,145.49,0.305,WH1
1509,SKU-01509,Electronics,Supplier_A,135,4,241,290,111,219.02,0.639,WH3
1510,SKU-01510,Grocery,Supplier_B,130,14,100,201,74,1613.41,0.579,WH1
1511,SKU-01511,Clothing,Supplier_C,76,7,534,134,101,1827.2,0.869,WH2
1512,SKU-01512,Grocery,Supplier_B,42,2,79,44,99,346.85,0.791,WH2
1513,SKU-01513,Grocery,Supplier_B,72,9,240,56,344,536.06,0.966,WH3
1514,SKU-01514,Beauty,Supplier_A,176,9,368,162,101,1321.89,0.597,WH2
1515,SKU-01515,Home,Supplier_C,84,10,580,247,381,1910.83,0.698,WH3
1516,SKU-01516,Home,Supplier_B,195,7,247,14,89,634.2,0.861,WH2
1517,SKU-01517,Clothing,Supplier_A,46,2,309,134,281,1717.67,0.84,WH1
1518,SKU-01518,Clothing,Supplier_A,68,4,312,96,109,1036.75,0.719,WH2
1519,SKU-01519,Home,Supplier_B,186,2,212,12,265,1915.29,0.5,WH1
1520,SKU-01520,Beauty,Supplier_A,82,14,493,174,389,315.7,0.273,WH3
1521,SKU-01521,Home,Supplier_B,131,6,276,232,246,1948.66,0.877,WH2
1522,SKU-01522,Beauty,Supplier_B,109,4,525,34,325,909.91,0.777,WH1
1523,SKU-01523,Clothing,Supplier_B,80,3,407,48,390,1908.23,0.838,WH1
1524,SKU-01524,Electronics,Supplier_C,169,4,634,114,51,944.45,0.141,WH3
1525,SKU-01525,Clothing,Supplier_B,136,10,417,14,155,1083.66,0.315,WH3
1526,SKU-01526,Clothing,Supplier_A,134,12,385,145,265,1619.31,0.425,WH2
1527,SKU-01527,Grocery,Supplier_C,126,9,677,13,314,1459.13,0.838,WH2
1528,SKU-01528,Grocery,Supplier_A,48,14,309,178,216,1258.23,0.893,WH2
1529,SKU-01529,Grocery,Supplier_C,199,4,788,87,296,863.11,0.285,WH1
1530,SKU-01530,Grocery,Supplier_C,106,12,328,28,259,1595.25,0.686,WH3
1531,SKU-01531,Beauty,Supplier_C,66,3,297,214,107,1899.05,0.078,WH2
1532,SKU-01532,Home,Supplier_C,5,6,483,42,92,69.13,0.41,WH2
1533,SKU-01533,Electronics,Supplier_A,21,13,208,159,187,1196.3,0.487,WH1
1534,SKU-01534,Clothing,Supplier_B,20,13,197,202,158,1738.66,0.766,WH2
1535,SKU-01535,Beauty,Supplier_A,13,14,547,148,97,1323.57,0.892,WH1
1536,SKU-01536,Electronics,Supplier_B,185,13,394,281,175,1611.62,0.337,WH1
1537,SKU-01537,Beauty,Supplier_A,63,2,617,205,263,1795.37,0.528,WH3
1538,SKU-01538,Beauty,Supplier_C,123,5,779,136,177,1514.35,0.647,WH1
1539,SKU-01539,Clothing,Supplier_C,141,9,473,240,247,1448.18,0.329,WH3
1540,SKU-01540,Home,Supplier_B,144,2,236,53,251,1931.25,0.986,WH1
1541,SKU-01541,Grocery,Supplier_B,123,6,61,239,241,1734.19,0.876,WH3
1542,SKU-01542,Home,Supplier_A,45,13,213,225,156,1639.99,0.296,WH1
1543,SKU-01543,Clothing,Supplier_B,147,5,346,253,243,218.49,0.508,WH2
1544,SKU-01544,Clothing,Supplier_A,70,7,392,18,376,516.11,0.231,WH3
1545,SKU-01545,Clothing,Supplier_B,79,8,484,259,287,1135.67,0.515,WH3
1546,SKU-01546,Electronics,Supplier_B,15,10,182,209,181,1433.64,0.683,WH1
1547,SKU-01547,Home,Supplier_B,12,2,295,88,132,641.27,0.086,WH2
1548,SKU-01548,Home,Supplier_C,187,12,383,254,333,231.99,0.87,WH2
1549,SKU-01549,Beauty,Supplier_C,138,11,661,199,271,656.64,0.594,WH3
1550,SKU-01550,Beauty,Supplier_A,185,5,794,95,155,1553.51,0.99,WH2
1551,SKU-01551,Beauty,Supplier_B,152,7,499,280,343,1760.93,0.026,WH2
1552,SKU-01552,Clothing,Supplier_A,171,11,708,271,115,1830.16,0.831,WH1
1553,SKU-01553,Home,Supplier_B,103,8,479,10,244,788.79,0.792,WH2
1554,SKU-01554,Clothing,Supplier_C,76,8,284,29,237,776.45,0.133,WH2
1555,SKU-01555,Electronics,Supplier_C,117,9,558,139,96,843.08,0.335,WH2
1556,SKU-01556,Beauty,Supplier_B,111,11,405,267,74,782.83,0.885,WH2
1557,SKU-01557,Clothing,Supplier_B,38,9,104,140,115,1349.08,0.518,WH1
1558,SKU-01558,Clothing,Supplier_C,61,9,727,16,384,748.73,0.401,WH1
1559,SKU-01559,Electronics,Supplier_C,121,9,335,250,116,89.67,0.905,WH2
1560,SKU-01560,Grocery,Supplier_A,124,13,262,201,246,906.1,0.093,WH1
1561,SKU-01561,Home,Supplier_C,151,9,488,124,295,487.1,0.473,WH3
1562,SKU-01562,Grocery,Supplier_B,75,7,361,111,345,106.17,0.652,WH1
1563,SKU-01563,Beauty,Supplier_A,163,10,196,10,149,968.14,0.609,WH1
1564,SKU-01564,Clothing,Supplier_B,44,4,149,34,227,451.61,0.264,WH1
1565,SKU-01565,Electronics,Supplier_A,146,7,676,218,164,932.85,0.563,WH3
1566,SKU-01566,Electronics,Supplier_B,107,6,102,152,217,591.61,0.709,WH3
1567,SKU-01567,Home,Supplier_C,128,9,379,206,168,1227.23,0.585,WH3
1568,SKU-01568,Grocery,Supplier_B,127,5,107,154,214,1982.21,0.684,WH1
1569,SKU-01569,Home,Supplier_A,104,5,551,158,268,1117.1,0.256,WH3
1570,SKU-01570,Clothing,Supplier_B,169,14,761,190,246,1311.45,0.833,WH3
1571,SKU-01571,Home,Supplier_A,176,11,657,64,367,1842.59,0.45,WH1
1572,SKU-01572,Electronics,Supplier_B,141,12,490,147,286,779.3,0.987,WH2
1573,SKU-01573,Electronics,Supplier_C,62,11,517,218,218,374.77,0.023,WH1
1574,SKU-01574,Beauty,Supplier_C,152,14,526,194,125,601.45,0.38,WH1
1575,SKU-01575,Beauty,Supplier_B,113,6,373,74,336,835.45,0.18,WH1
1576,SKU-01576,Clothing,Supplier_B,125,12,435,46,82,1307.78,0.556,WH2
1577,SKU-01577,Grocery,Supplier_B,96,14,70,121,348,58.95,0.243,WH1
1578,SKU-01578,Home,Supplier_A,54,14,619,272,398,1714.1,0.737,WH1
1579,SKU-01579,Clothing,Supplier_B,152,7,701,85,279,198.38,0.882,WH2
1580,SKU-01580,Beauty,Supplier_B,109,12,82,187,244,1806.28,0.211,WH1
1581,SKU-01581,Home,Supplier_A,168,5,108,263,343,1901.4,0.161,WH1
1582,SKU-01582,Beauty,Supplier_C,121,3,720,10,346,1980.7,0.875,WH1
1583,SKU-01583,Home,Supplier_B,31,13,209,157,327,1628.54,0.361,WH2
1584,SKU-01584,Grocery,Supplier_B,36,13,620,168,279,326.62,0.435,WH1
1585,SKU-01585,Clothing,Supplier_C,5,3,367,277,145,1427.03,0.221,WH2
1586,SKU-01586,Home,Supplier_C,21,13,557,159,220,446.48,0.425,WH2
1587,SKU-01587,Electronics,Supplier_A,141,4,195,138,366,1799.4,0.231,WH3
1588,SKU-01588,Electronics,Supplier_B,88,3,383,135,379,667.38,0.666,WH1
1589,SKU-01589,Home,Supplier_B,49,2,795,10,81,687.25,0.499,WH1
1590,SKU-01590,Home,Supplier_A,70,9,573,126,94,1839.42,0.788,WH3
1591,SKU-01591,Home,Supplier_C,36,13,502,158,121,75.8,0.313,WH3
1592,SKU-01592,Electronics,Supplier_A,49,6,138,278,69,428.23,0.506,WH1
1593,SKU-01593,Electronics,Supplier_C,13,11,188,198,288,872.77,0.26,WH1
1594,SKU-01594,Home,Supplier_A,34,2,639,150,248,1416.41,0.934,WH3
1595,SKU-01595,Beauty,Supplier_C,88,14,166,114,114,1312.75,0.522,WH1
1596,SKU-01596,Beauty,Supplier_A,170,10,707,261,237,1355.35,0.173,WH1
1597,SKU-01597,Grocery,Supplier_C,64,9,456,290,138,1766.04,0.273,WH1
1598,SKU-01598,Clothing,Supplier_C,5,5,458,110,250,286.01,0.083,WH3
1599,SKU-01599,Beauty,Supplier_C,9,9,208,291,72,1068.22,0.028,WH3
1600,SKU-01600,Electronics,Supplier_C,67,14,179,172,345,1464.68,0.526,WH2
1601,SKU-01601,Beauty,Supplier_C,168,13,421,212,179,1290.43,0.337,WH2
1602,SKU-01602,Grocery,Supplier_B,69,14,605,109,203,924.21,0.964,WH1
1603,SKU-01603,Grocery,Supplier_C,82,11,37,290,127,83.37,0.171,WH1
1604,SKU-01604,Clothing,Supplier_B,156,8,159,266,239,167.88,0.794,WH2
1605,SKU-01605,Beauty,Supplier_C,136,12,134,103,349,281.94,0.316,WH2
1606,SKU-01606,Electronics,Supplier_B,118,12,347,288,203,719.29,0.224,WH2
1607,SKU-01607,Electronics,Supplier_B,29,8,244,236,162,279.42,0.97,WH1
1608,SKU-01608,Home,Supplier_A,139,2,577,159,388,880.86,0.803,WH1
1609,SKU-01609,Electronics,Supplier_C,145,7,458,71,166,398.35,0.631,WH2
1610,SKU-01610,Clothing,Supplier_A,47,14,569,138,54,1569.37,0.697,WH3
1611,SKU-01611,Clothing,Supplier_A,61,5,737,196,375,1749.4,0.991,WH2
1612,SKU-01612,Electronics,Supplier_C,168,11,405,77,84,809.81,0.593,WH3
1613,SKU-01613,Electronics,Supplier_A,146,11,540,39,321,1047.1,0.102,WH3
1614,SKU-01614,Home,Supplier_C,76,11,272,284,208,1909.32,0.065,WH1
1615,SKU-01615,Electronics,Supplier_A,31,12,639,136,259,1094.24,0.667,WH3
1616,SKU-01616,Home,Supplier_C,132,13,117,222,63,1990.39,0.658,WH3
1617,SKU-01617,Home,Supplier_C,110,3,90,143,74,327.16,0.748,WH2
1618,SKU-01618,Electronics,Supplier_C,169,11,570,228,384,1731.34,0.109,WH2
1619,SKU-01619,Grocery,Supplier_B,75,8,466,166,267,1019.55,0.945,WH3
1620,SKU-01620,Grocery,Supplier_A,157,10,109,197,303,94.29,0.551,WH2
1621,SKU-01621,Home,Supplier_B,71,14,449,171,252,1945.83,0.65,WH2
1622,SKU-01622,Electronics,Supplier_A,94,6,238,138,150,1931.84,0.035,WH2
1623,SKU-01623,Grocery,Supplier_A,8,9,126,98,278,797.38,0.961,WH2
1624,SKU-01624,Electronics,Supplier_A,110,6,495,171,248,1910.58,0.563,WH3
1625,SKU-01625,Electronics,Supplier_B,83,8,473,45,227,324.97,0.563,WH3
1626,SKU-01626,Electronics,Supplier_A,100,8,627,236,325,1376.21,0.944,WH3
1627,SKU-01627,Beauty,Supplier_B,97,10,563,160,361,424.26,0.929,WH3
1628,SKU-01628,Electronics,Supplier_C,78,4,145,90,179,530.96,0.22,WH3
1629,SKU-01629,Beauty,Supplier_A,130,2,166,56,328,1569.71,0.931,WH1
1630,SKU-01630,Home,Supplier_A,20,3,299,213,337,785.85,0.737,WH2
1631,SKU-01631,Grocery,Supplier_C,151,13,43,157,190,63.9,0.019,WH1
1632,SKU-01632,Grocery,Supplier_C,161,7,740,240,62,857.76,0.24,WH3
1633,SKU-01633,Grocery,Supplier_A,120,11,139,36,266,494.74,0.413,WH2
1634,SKU-01634,Grocery,Supplier_C,183,11,671,198,235,1382.49,0.583,WH3
1635,SKU-01635,Grocery,Supplier_B,22,13,316,174,76,429.17,0.701,WH1
1636,SKU-01636,Grocery,Supplier_B,190,14,101,221,267,1692.39,0.21,WH3
1637,SKU-01637,Grocery,Supplier_A,176,10,467,84,63,570.83,0.837,WH2
1638,SKU-01638,Home,Supplier_B,20,4,739,101,191,816.41,0.846,WH3
1639,SKU-01639,Electronics,Supplier_B,197,11,489,71,374,631.17,0.635,WH3
1640,SKU-01640,Clothing,Supplier_A,134,3,442,75,373,1305.65,0.921,WH2
1641,SKU-01641,Beauty,Supplier_C,60,12,564,89,104,247.27,0.813,WH1
1642,SKU-01642,Clothing,Supplier_A,83,2,43,149,240,982.29,0.222,WH1
1643,SKU-01643,Clothing,Supplier_B,107,3,80,139,334,702.19,0.799,WH2
1644,SKU-01644,Electronics,Supplier_A,32,4,720,263,138,1774.07,0.953,WH2
1645,SKU-01645,Electronics,Supplier_A,197,8,103,38,94,193.15,0.138,WH1
1646,SKU-01646,Electronics,Supplier_B,9,3,244,211,181,1667.91,0.979,WH2
1647,SKU-01647,Grocery,Supplier_B,110,14,699,246,115,376.98,0.025,WH1
1648,SKU-01648,Home,Supplier_A,26,6,205,96,328,222.73,0.522,WH3
1649,SKU-01649,Grocery,Supplier_B,121,3,394,105,373,444.53,0.774,WH1
1650,SKU-01650,Home,Supplier_B,104,8,91,296,197,250.17,0.79,WH2
1651,SKU-01651,Home,Supplier_B,17,11,93,298,194,1065.92,0.735,WH3
1652,SKU-01652,Clothing,Supplier_B,69,9,360,261,55,1977.02,0.529,WH2
1653,SKU-01653,Clothing,Supplier_B,148,9,172,189,131,116.94,0.651,WH1
1654,SKU-01654,Home,Supplier_B,90,14,115,109,172,949.2,0.7,WH3
1655,SKU-01655,Home,Supplier_C,68,9,584,82,216,802.84,0.495,WH1
1656,SKU-01656,Grocery,Supplier_A,36,11,464,140,286,712.23,0.596,WH3
1657,SKU-01657,Grocery,Supplier_B,84,10,705,191,154,697.13,0.846,WH2
1658,SKU-01658,Clothing,Supplier_A,55,2,129,203,339,1795.27,0.313,WH1
1659,SKU-01659,Electronics,Supplier_C,83,13,477,27,287,87,0.523,WH3
1660,SKU-01660,Home,Supplier_B,190,2,70,135,359,1561.09,0.008,WH3
1661,SKU-01661,Grocery,Supplier_A,178,11,396,220,131,543.22,0.687,WH3
1662,SKU-01662,Clothing,Supplier_B,184,3,784,16,143,797.43,0.195,WH1
1663,SKU-01663,Grocery,Supplier_B,110,12,92,123,370,869.29,0.481,WH2
1664,SKU-01664,Home,Supplier_B,67,7,231,93,392,644.23,0.21,WH2
1665,SKU-01665,Home,Supplier_B,80,2,451,111,334,232.44,0.024,WH3
1666,SKU-01666,Beauty,Supplier_B,64,6,743,102,346,272.95,0.483,WH2
1667,SKU-01667,Electronics,Supplier_B,69,6,782,111,368,631.36,0.425,WH1
1668,SKU-01668,Beauty,Supplier_B,121,5,187,260,115,1652.53,0.425,WH2
1669,SKU-01669,Clothing,Supplier_C,85,12,794,33,161,312.52,0.209,WH2
1670,SKU-01670,Grocery,Supplier_C,109,6,350,176,220,1498.15,0.947,WH1
1671,SKU-01671,Clothing,Supplier_B,132,13,761,149,296,613.3,0.004,WH1
1672,SKU-01672,Home,Supplier_B,187,2,770,103,115,1772.76,0.892,WH2
1673,SKU-01673,Beauty,Supplier_C,189,12,513,190,117,885.24,0.737,WH2
1674,SKU-01674,Beauty,Supplier_C,75,12,162,73,83,384.86,0.172,WH2
1675,SKU-01675,Beauty,Supplier_C,90,7,601,13,50,1972.4,0.472,WH3
1676,SKU-01676,Clothing,Supplier_B,158,8,464,103,200,394.44,0.989,WH1
1677,SKU-01677,Home,Supplier_A,144,9,413,281,321,1156.86,0.644,WH3
1678,SKU-01678,Grocery,Supplier_A,75,3,531,292,307,1160.11,0.127,WH3
1679,SKU-01679,Grocery,Supplier_A,50,8,705,141,287,776.99,0.458,WH3
1680,SKU-01680,Clothing,Supplier_A,51,7,640,81,165,1905.4,0.468,WH3
1681,SKU-01681,Beauty,Supplier_B,83,10,734,90,125,1695.56,0.802,WH2
1682,SKU-01682,Electronics,Supplier_A,170,9,716,183,332,1668.15,0.916,WH1
1683,SKU-01683,Clothing,Supplier_C,153,12,347,61,68,1949.6,0.082,WH2
1684,SKU-01684,Clothing,Supplier_C,146,5,623,299,333,941.36,0.314,WH1
1685,SKU-01685,Home,Supplier_A,134,14,278,246,84,239.51,0.298,WH3
1686,SKU-01686,Grocery,Supplier_C,131,10,456,286,373,1542.64,0.996,WH1
1687,SKU-01687,Clothing,Supplier_B,113,2,737,289,354,792.58,0.559,WH1
1688,SKU-01688,Clothing,Supplier_A,123,12,583,53,290,421.17,0.88,WH1
1689,SKU-01689,Beauty,Supplier_A,105,7,368,263,56,992.33,0.426,WH1
1690,SKU-01690,Beauty,Supplier_B,165,9,712,143,86,1855.15,0.723,WH2
1691,SKU-01691,Electronics,Supplier_C,10,12,534,65,202,384.15,0.287,WH3
1692,SKU-01692,Home,Supplier_B,130,12,468,23,294,1704.96,0.912,WH2
1693,SKU-01693,Electronics,Supplier_B,107,5,418,187,299,865.5,0.455,WH3
1694,SKU-01694,Beauty,Supplier_C,41,3,615,110,164,316.76,0.804,WH2
1695,SKU-01695,Grocery,Supplier_B,146,12,233,189,90,1704.35,0.256,WH2
1696,SKU-01696,Beauty,Supplier_C,41,3,565,266,386,1940.76,0.694,WH2
1697,SKU-01697,Home,Supplier_C,12,11,581,277,111,617.98,0.405,WH1
1698,SKU-01698,Beauty,Supplier_B,81,2,308,46,218,641.9,0.031,WH1
1699,SKU-01699,Home,Supplier_C,145,6,278,213,191,811.56,0.413,WH1
1700,SKU-01700,Home,Supplier_B,44,14,277,268,307,1637.55,0.55,WH1
1701,SKU-01701,Home,Supplier_C,111,7,407,164,137,70.31,0.152,WH2
1702,SKU-01702,Home,Supplier_A,96,5,713,247,97,486.72,0.184,WH2
1703,SKU-01703,Home,Supplier_C,190,5,564,109,360,1426.5,0.465,WH3
1704,SKU-01704,Grocery,Supplier_C,22,6,284,282,61,841,0.343,WH1
1705,SKU-01705,Electronics,Supplier_B,61,6,332,122,260,694.08,0.441,WH1
1706,SKU-01706,Clothing,Supplier_C,87,10,59,119,293,1750.95,0.461,WH1
1707,SKU-01707,Electronics,Supplier_A,170,9,229,152,288,1838.8,0.14,WH1
1708,SKU-01708,Home,Supplier_A,36,10,291,176,246,1898.57,0.181,WH1
1709,SKU-01709,Grocery,Supplier_C,198,14,155,269,306,581.47,0.848,WH1
1710,SKU-01710,Beauty,Supplier_C,29,4,618,154,284,1829.4,0.163,WH2
1711,SKU-01711,Grocery,Supplier_A,190,4,79,239,236,1487.08,0.666,WH1
1712,SKU-01712,Home,Supplier_B,37,2,529,277,250,350.72,0.419,WH1
1713,SKU-01713,Grocery,Supplier_A,92,11,695,41,152,1240.03,0.968,WH2
1714,SKU-01714,Grocery,Supplier_A,198,14,534,228,339,101.35,0.066,WH3
1715,SKU-01715,Home,Supplier_C,162,7,34,186,270,1431.34,0.83,WH2
1716,SKU-01716,Grocery,Supplier_C,108,5,633,113,351,1480.46,0.491,WH1
1717,SKU-01717,Clothing,Supplier_A,38,12,274,245,236,1589.21,0.005,WH2
1718,SKU-01718,Clothing,Supplier_B,106,9,756,102,148,386.42,0.264,WH1
1719,SKU-01719,Grocery,Supplier_A,131,3,741,210,294,1275.09,0.408,WH2
1720,SKU-01720,Beauty,Supplier_A,73,12,554,240,362,398.77,0.314,WH3
1721,SKU-01721,Home,Supplier_B,180,3,254,264,356,1895.97,0.362,WH1
1722,SKU-01722,Clothing,Supplier_A,44,8,150,94,71,1366.27,0.917,WH2
1723,SKU-01723,Beauty,Supplier_A,183,14,689,44,117,235.89,0.361,WH2
1724,SKU-01724,Grocery,Supplier_C,84,6,704,126,365,414.71,0.419,WH2
1725,SKU-01725,Beauty,Supplier_B,145,14,36,185,114,1343.75,0.761,WH1
1726,SKU-01726,Electronics,Supplier_C,35,2,204,285,341,979.51,0.794,WH2
1727,SKU-01727,Clothing,Supplier_C,120,8,410,94,266,1485.78,0.084,WH1
1728,SKU-01728,Grocery,Supplier_B,171,8,442,126,78,597.54,0.704,WH1
1729,SKU-01729,Home,Supplier_B,67,11,461,213,242,1332.94,0.483,WH3
1730,SKU-01730,Grocery,Supplier_A,52,7,715,155,105,395.07,0.134,WH3
1731,SKU-01731,Home,Supplier_C,91,5,674,224,387,1110.24,0.265,WH2
1732,SKU-01732,Grocery,Supplier_B,52,13,575,114,261,1917.71,0.045,WH1
1733,SKU-01733,Beauty,Supplier_C,65,14,31,78,287,1275.03,0.36,WH2
1734,SKU-01734,Beauty,Supplier_C,144,9,539,264,249,147.49,0.255,WH1
1735,SKU-01735,Beauty,Supplier_B,82,13,99,240,227,1978.09,0.382,WH1
1736,SKU-01736,Electronics,Supplier_A,188,12,693,212,202,355.89,0.58,WH2
1737,SKU-01737,Home,Supplier_C,22,3,321,257,93,1450.23,0.732,WH1
1738,SKU-01738,Beauty,Supplier_B,159,3,235,258,217,1088.43,0.605,WH2
1739,SKU-01739,Electronics,Supplier_A,32,3,267,153,336,624,0.678,WH1
1740,SKU-01740,Home,Supplier_C,84,4,560,292,246,395.76,0.866,WH2
1741,SKU-01741,Grocery,Supplier_B,184,7,291,250,386,396.52,0.874,WH2
1742,SKU-01742,Electronics,Supplier_C,20,2,152,238,123,1723.88,0.861,WH3
1743,SKU-01743,Clothing,Supplier_B,81,12,24,40,220,1752.18,0.153,WH3
1744,SKU-01744,Electronics,Supplier_B,190,3,775,118,232,957.03,0.251,WH1
1745,SKU-01745,Electronics,Supplier_C,141,11,561,36,65,252.06,0.502,WH2
1746,SKU-01746,Home,Supplier_C,30,3,648,169,117,1774.12,0.359,WH2
1747,SKU-01747,Grocery,Supplier_B,32,13,709,26,374,999.68,0.132,WH2
1748,SKU-01748,Clothing,Supplier_A,109,2,792,276,91,905.59,0.288,WH2
1749,SKU-01749,Beauty,Supplier_C,81,4,766,138,159,844.35,0.975,WH2
1750,SKU-01750,Beauty,Supplier_B,168,11,160,229,90,761.78,0.347,WH1
1751,SKU-01751,Electronics,Supplier_B,13,8,502,91,355,1075.71,0.419,WH3
1752,SKU-01752,Home,Supplier_A,179,14,324,58,55,1228.86,0.006,WH2
1753,SKU-01753,Home,Supplier_A,55,2,364,50,380,959.54,0.719,WH2
1754,SKU-01754,Beauty,Supplier_A,80,8,581,29,230,1798.46,0.414,WH2
1755,SKU-01755,Clothing,Supplier_C,126,6,289,46,322,669.44,0.103,WH1
1756,SKU-01756,Grocery,Supplier_B,189,10,127,48,234,1177.71,0.969,WH3
1757,SKU-01757,Clothing,Supplier_B,36,3,577,118,372,634.91,0.777,WH3
1758,SKU-01758,Grocery,Supplier_B,199,2,493,73,193,1519.03,0.726,WH2
1759,SKU-01759,Beauty,Supplier_A,61,10,101,184,149,249.14,0.958,WH1
1760,SKU-01760,Grocery,Supplier_B,58,9,657,288,139,417.96,0.407,WH3
1761,SKU-01761,Home,Supplier_C,120,11,103,41,295,1612.34,0.719,WH3
1762,SKU-01762,Electronics,Supplier_A,148,7,309,218,288,407.24,0.206,WH1
1763,SKU-01763,Electronics,Supplier_A,66,6,90,28,261,1270.21,0.697,WH3
1764,SKU-01764,Beauty,Supplier_A,88,9,194,115,130,1941.97,0.014,WH1
1765,SKU-01765,Home,Supplier_A,60,9,482,215,164,1069.64,0.126,WH3
1766,SKU-01766,Clothing,Supplier_C,27,6,414,256,325,415.42,0.425,WH1
1767,SKU-01767,Home,Supplier_B,21,13,110,176,129,675.35,0.012,WH2
1768,SKU-01768,Electronics,Supplier_C,170,8,488,98,105,1655.74,0.462,WH3
1769,SKU-01769,Electronics,Supplier_B,162,14,453,20,228,735.74,0.523,WH3
1770,SKU-01770,Home,Supplier_C,190,14,268,58,358,1460.85,0.622,WH3
1771,SKU-01771,Home,Supplier_A,82,2,663,70,98,1565.83,0.1,WH1
1772,SKU-01772,Electronics,Supplier_A,26,5,700,180,309,1027.31,0.181,WH3
1773,SKU-01773,Clothing,Supplier_C,112,3,591,152,323,1577.27,0.613,WH3
1774,SKU-01774,Beauty,Supplier_C,21,11,260,216,341,667.96,0.658,WH1
1775,SKU-01775,Beauty,Supplier_B,19,4,721,210,340,1056.51,0.026,WH3
1776,SKU-01776,Home,Supplier_C,118,13,515,14,79,1388.79,0.54,WH3
1777,SKU-01777,Beauty,Supplier_C,52,2,359,220,301,377.74,0.785,WH1
1778,SKU-01778,Electronics,Supplier_B,164,12,763,38,112,583.56,0.069,WH1
1779,SKU-01779,Electronics,Supplier_B,117,12,490,199,131,1321.47,0.413,WH1
1780,SKU-01780,Home,Supplier_B,172,3,482,197,374,1327.95,0.327,WH3
1781,SKU-01781,Home,Supplier_C,101,14,294,264,218,1011.94,0.914,WH2
1782,SKU-01782,Home,Supplier_B,189,2,34,159,359,1601.39,0.186,WH1
